,,,Premature death,Premature death,Premature death,Premature death,Premature death,Premature death,Premature death,Premature death,Premature death,Premature death,Premature death,Premature death,Premature death,Premature death,Premature death,Premature death,Premature death,Premature death,Premature death,Premature death,Poor or fair health,Poor or fair health,Poor or fair health,Poor or fair health,Poor physical health days,Poor physical health days,Poor physical health days,Poor physical health days,Poor mental health days,Poor mental health days,Poor mental health days,Poor mental health days,Adult smoking,Adult smoking,Adult smoking,Adult smoking,Adult obesity,Adult obesity,Adult obesity,Adult obesity,Food environment index,Food environment index,Physical inactivity,Physical inactivity,Physical inactivity,Physical inactivity,Access to exercise opportunities,Access to exercise opportunities,Excessive drinking,Excessive drinking,Excessive drinking,Excessive drinking,Alcohol-impaired driving deaths,Alcohol-impaired driving deaths,Alcohol-impaired driving deaths,Alcohol-impaired driving deaths,Alcohol-impaired driving deaths,Alcohol-impaired driving deaths,Sexually transmitted infections,Sexually transmitted infections,Sexually transmitted infections,Teen Birth Rate,Teen Birth Rate,Teen Birth Rate,Teen Birth Rate,Teen Birth Rate,Teen Birth Rate,Teen Birth Rate,Teen Birth Rate,Teen Birth Rate,Teen Birth Rate,Teen Birth Rate,Teen Birth Rate,Teen Birth Rate,Teen Birth Rate,Teen Birth Rate,Teen Birth Rate,Teen Birth Rate,Teen Birth Rate,Teen Birth Rate,Uninsured,Uninsured,Uninsured,Uninsured,Uninsured,Primary care physicians,Primary care physicians,Primary care physicians,Primary care physicians,Mental health providers,Mental health providers,Mental health providers,Mental health providers,Preventable Hospitalization Rate,Preventable Hospitalization Rate,Preventable Hospitalization Rate,Preventable Hospitalization Rate,Preventable Hospitalization Rate,Preventable Hospitalization Rate,Preventable Hospitalization Rate,Flu vaccinations,Flu vaccinations,Flu vaccinations,Flu vaccinations,Flu vaccinations,Flu vaccinations,Flu vaccinations,High school graduation,High school graduation,High school graduation,Some college,Some college,Some college,Some college,Some college,Some college,Unemployment,Unemployment,Unemployment,Unemployment,Children in poverty,Children in poverty,Children in poverty,Children in poverty,Children in poverty,Children in poverty,Children in poverty,Children in poverty,Children in poverty,Income inequality,Income inequality,Income inequality,Income inequality,Children in single-parent households,Children in single-parent households,Children in single-parent households,Children in single-parent households,Children in single-parent households,Children in single-parent households,Social associations,Social associations,Social associations,Violent crime,Violent crime,Violent crime,Injury deaths,Injury deaths,Injury deaths,Injury deaths,Injury deaths,Injury deaths,Injury deaths,Injury deaths,Injury deaths,Injury deaths,Injury deaths,Injury deaths,Injury deaths,Injury deaths,Injury deaths,Injury deaths,Injury deaths,Injury deaths,Injury deaths,Injury deaths,Air pollution - particulate matter,Air pollution - particulate matter,Drinking water violations,Drinking water violations,Severe housing problems,Severe housing problems,Severe housing problems,Severe housing problems,Severe housing problems,Severe housing problems,Severe housing problems,Severe housing problems,Severe housing problems,Severe housing problems,Severe housing problems,Severe housing problems,Severe housing problems,Driving alone to work,Driving alone to work,Driving alone to work,Driving alone to work,Driving alone to work,Driving alone to work,Driving alone to work,Driving alone to work,Driving alone to work,Driving alone to work,Driving alone to work,Driving alone to work,Driving alone to work,Driving alone to work,Driving alone to work,Driving alone to work,Driving alone to work,Driving alone to work,Driving alone to work,Median household income,Median household income,Median household income,Median household income,Median household income,Median household income,Median household income,Median household income,Median household income,Median household income,Median household income,Median household income,Median household income,Median household income,Median household income,Median household income,Median household income,Median household income,Children eligible for free or reduced price lunch,Residential segregation - Black/White,Residential segregation - non-White/White,Homeownership,Homeownership,Homeownership,Homeownership,Severe housing cost burden,Severe housing cost burden,Severe housing cost burden,Severe housing cost burden,Demographics,Demographics,Demographics,Demographics,Demographics,Demographics,Demographics,Demographics,Demographics,Demographics,Demographics,Demographics,Demographics,Demographics,Demographics,Demographics,Demographics,Demographics,Demographics,Demographics,Demographics,Demographics,Rankings,Rankings,Rankings,Rankings,Rankings,Rankings,Rankings,Rankings,Rankings,Rankings,Rankings,Rankings
08071,Colorado,Las Animas,284.0,14036.9,11421.5,16652.4,3.0,,,,,,,,,,17941.5,13836.0,22047.0,12466.0,8583.2,16348.9,19.7,19.2,20.4,1.4,3.9,3.8,4.1,1.0,3.9,3.8,4.1,0.5,15.0,14.6,15.5,0.4,28.9,23.0,35.8,0.7,7.6,0.4,30.1,24.1,36.3,2.0,80.4,-0.2,15.3,14.7,15.9,-1.2,12.0,21.0,57.1,47.7,65.3,1.7,54.0,379.3,0.3,33.8,27.5,41.2,1.0,,,,,,,,,,40.2,30.9,51.4,29.0,20.1,40.5,1220.0,12.2,10.4,14.0,0.6,10.0,70.2,1424:1,0.0,22.0,151.7,659:1,0.4,5223.0,1.8,,,,6344.0,4817.0,27.0,1.4,,,,26.0,28.0,174.0,82.8,0.3,1778.0,3182.0,55.9,48.2,63.6,0.6,311.0,6572.0,4.7,1.4,26.6,17.2,36.0,1.1,,,,26.3,16.6,77135.0,16548.0,4.7,0.7,744.0,2473.0,30.1,22.9,37.3,0.4,13.0,9.1,0.2,21.0,146.9,-0.3,114.0,160.7,131.2,190.2,2.3,,,,,,,,,,204.4,156.4,262.6,139.5,104.5,182.5,4.8,-0.5,Yes,0.9,15.8,13.2,18.4,14.1,11.4,16.8,1.0,0.0,1.9,1.7,0.6,2.8,-0.1,72.6,67.9,77.3,-0.1,,,,,,,,,,80.2,72.8,87.6,68.7,62.9,74.6,41485,37041,45929,19022,5752,32292,60859,43949,77769,,,,34884,27865,41903,49730,46925,52535,56,,11,4466,69,66,72,912,15,12,18,14503,18.8,24.3,251,1.7,533,3.7,175,1.2,19,0.1,5976,41.2,7762,53.5,224,2,1,3,47.8,6326,40.8,1.49,60,0.32,51,0.17,49,0.16,52,0.34,54,0.00,27
08073,Colorado,Lincoln,61.0,5562.7,3633.7,8150.6,-0.6,,,,,,,,,,,,,,,,13.8,13.3,14.4,-0.2,3.4,3.3,3.6,-0.1,3.7,3.5,3.9,-0.2,14.8,14.2,15.4,0.3,30.3,22.9,38.0,1.0,7.8,0.2,21.8,15.8,28.2,0.5,59.8,0.8,19.6,18.8,20.4,0.5,5.0,14.0,35.7,21.2,49.7,0.3,12.0,216.4,-0.6,19.6,11.8,30.6,-0.3,,,,,,,,,,,,,,,,345.0,9.5,8.0,11.1,-0.4,2.0,36.1,2773:1,1.0,12.0,213.9,468:1,0.1,3957.0,0.8,,,,,,42.0,-0.1,,,,,,36.0,80.6,0.5,469.0,1771.0,26.5,16.9,36.0,2.8,61.0,2494.0,2.4,-0.9,21.0,13.7,28.3,0.4,,,,49.0,7.1,93000.0,22637.0,4.1,-0.3,277.0,1108.0,25.0,13.2,36.8,-0.2,7.0,12.6,-0.4,5.5,99.8,-0.7,22.0,78.9,49.5,119.5,-0.6,,,,,,,,,,,,,,,,5.5,0.0,No,-1.1,12.7,8.2,17.1,11.3,2.3,20.4,0.5,0.0,3.1,2.3,0.9,3.6,-0.9,70.7,65.3,76.0,-0.3,,,,,,,,,,,,,,,,46690,41158,52222,56250,3356,109144,130956,42979,218933,,,,,,,49487,42182,56792,47,,6,1040,68,32,100,144,10,5,15,5610,20.2,17.6,296,5.3,84,1.5,55,1.0,5,0.1,793,14.1,4332,77.2,181,3,1,6,41.6,5467,100.0,-0.29,16,-0.17,22,0.09,42,0.07,45,0.05,38,-0.06,10
08075,Colorado,Logan,275.0,7642.8,6312.1,8973.5,0.3,,,,,,,,,,,,,,,,14.6,14.1,15.1,0.0,3.6,3.5,3.8,0.3,3.8,3.6,3.9,0.0,15.5,15.0,16.2,0.7,38.0,32.5,43.8,2.3,7.7,0.3,23.4,19.4,28.1,0.8,84.0,-0.4,19.0,18.2,19.7,0.3,11.0,33.0,33.3,24.2,42.5,0.1,55.0,251.2,-0.4,23.8,19.4,28.1,0.1,,,,,,,,,,36.1,25.1,50.2,22.3,17.7,27.7,1565.0,10.5,9.0,12.1,0.0,16.0,73.1,1369:1,-0.1,73.0,339.1,295:1,-0.5,3179.0,0.3,,,,5015.0,3064.0,43.0,-0.2,,,,31.0,44.0,190.0,86.8,-0.2,3193.0,5420.0,58.9,50.1,67.8,0.3,329.0,11287.0,2.9,-0.4,16.9,10.9,22.9,-0.1,,,,9.9,14.1,92364.0,20509.0,4.5,0.4,1201.0,4542.0,26.4,17.7,35.2,0.0,22.0,10.0,0.0,67.0,301.1,0.8,99.0,90.1,73.2,109.7,-0.2,,,,,,,,,,,,,,,,5.7,0.2,Yes,0.9,13.9,10.7,17.2,12.6,9.2,16.0,1.0,0.0,2.0,1.8,0.5,3.1,-0.5,76.7,73.1,80.4,0.5,,,,,,,,,,72.1,58.2,86.1,77.8,72.7,82.8,53168,46668,59668,24083,2975,45191,123375,0,249039,,,,46985,25860,68110,49943,45358,54528,46,43,31,5054,62,58,65,958,12,9,15,21528,18.6,17.8,752,3.5,370,1.7,213,1.0,25,0.1,3518,16.3,16607,77.1,629,3,2,5,44.1,6621,29.2,0.14,46,-0.09,32,0.21,53,-0.02,27,-0.02,33,0.02,38
08077,Colorado,Mesa,1952.0,7097.4,6615.7,7579.2,0.1,,,,,,,,,,5943.0,4835.9,7050.0,7301.7,6744.4,7859.0,14.1,13.6,14.6,-0.1,3.7,3.5,3.8,0.4,3.7,3.6,3.9,0.0,15.6,15.1,16.2,0.8,23.5,20.7,26.2,-0.2,7.4,0.6,15.6,13.5,17.7,-0.7,77.4,-0.1,19.7,19.0,20.5,0.6,31.0,86.0,36.0,30.6,41.4,0.3,627.0,413.5,0.5,28.0,26.2,29.8,0.5,,,,,,,15.2,7.3,27.9,43.1,38.1,48.0,24.9,23.0,26.9,11396.0,9.5,8.3,10.7,-0.4,168.0,110.8,902:1,-1.2,495.0,323.1,310:1,-0.4,3157.0,0.2,,3288.0,1427.0,4080.0,3081.0,48.0,-0.7,31.0,46.0,28.0,43.0,48.0,1786.0,77.6,0.9,23411.0,37164.0,63.0,59.4,66.6,0.0,3111.0,76060.0,4.1,0.8,19.7,15.1,24.3,0.3,94.3,27.1,55.5,39.4,15.6,100152.0,21784.0,4.6,0.5,10810.0,32692.0,33.1,29.0,37.1,0.8,136.0,9.0,0.2,515.5,347.9,1.1,774.0,103.0,95.7,110.2,0.3,,,,,,,,,,61.8,47.9,78.4,111.0,102.7,119.3,6.4,0.7,No,-1.1,16.9,15.3,18.5,15.0,13.5,16.5,2.0,1.4,2.7,1.1,0.8,1.4,0.2,78.4,76.5,80.2,0.8,,,,,,,,,,74.3,69.3,79.4,79.4,77.7,81.1,51132,47391,54873,19607,6538,32676,44052,30610,57494,88750,25565,151935,42145,34562,49728,54986,53126,56846,43,67,27,41030,67,66,69,8929,15,13,16,153207,21.6,19.1,1070,0.7,2349,1.5,1537,1.0,206,0.1,22657,14.8,124322,81.1,1485,1,1,1,50.6,18599,12.7,0.03,40,-0.09,30,0.11,45,-0.08,15,0.22,48,0.00,28
08079,Colorado,Mineral,,,,,,,,,,,,,,,,,,,,,11.9,11.4,12.5,,3.3,3.1,3.4,,3.6,3.4,3.8,,12.7,12.1,13.4,,21.1,14.0,31.1,,8.5,,17.6,10.1,27.0,,100.0,,16.3,15.5,17.1,,1.0,7.0,14.3,0.9,38.6,,,,,,,,,,,,,,,,,,,,,,,,53.0,9.9,8.4,11.5,,1.0,130.5,766:1,,0.0,0.0,776:0,,,,,,,,,47.0,,,,,,,,,,93.0,142.0,65.5,39.8,91.2,,13.0,507.0,2.6,,15.9,10.2,21.6,,,,,24.3,14.3,111111.0,37188.0,3.0,,29.0,78.0,37.2,13.1,61.3,,0.0,0.0,,1.0,137.2,,,,,,,,,,,,,,,,,,,,,,3.8,,No,,10.7,5.7,15.7,10.1,0.8,19.4,1.0,0.0,7.4,0.0,0.0,4.5,,49.0,43.4,54.6,,,,,,,,,,,,,,,,,60210,52369,68051,,,,,,,,,,48125,24442,71808,62404,57322,67486,48,,,333,89,82,96,32,9,0,23,776,14.8,31.2,2,0.3,9,1.2,4,0.5,0,0.0,50,6.4,700,90.2,2,0,0,7,50.4,712,100.0,,NR,,NR,,NR,,NR,,NR,,NR
08081,Colorado,Moffat,170.0,7545.2,5790.4,9299.9,0.2,,,,,,,,,,,,,,,,13.4,12.9,13.9,-0.3,3.4,3.3,3.6,-0.1,3.7,3.5,3.9,-0.2,14.6,14.0,15.2,0.2,26.3,20.7,32.5,0.3,8.0,0.0,21.6,17.1,26.8,0.4,76.1,0.0,18.5,17.7,19.2,0.1,4.0,14.0,28.6,14.2,43.6,-0.2,21.0,159.9,-1.0,35.7,28.9,43.5,1.2,,,,,,,,,,40.1,24.5,61.9,34.6,27.2,43.4,1096.0,9.9,8.5,11.4,-0.3,5.0,38.1,2626:1,1.0,23.0,174.4,573:1,0.3,3425.0,0.4,,,,,,44.0,-0.3,,,,35.0,44.0,145.0,77.9,0.9,1762.0,3463.0,50.9,42.2,59.5,0.9,277.0,7579.0,3.7,0.3,16.7,12.1,21.3,-0.1,,,63.9,18.5,11.7,107240.0,23861.0,4.5,0.4,1206.0,3381.0,35.7,26.5,44.9,1.1,9.0,6.9,0.6,20.5,159.1,-0.3,64.0,98.0,75.5,125.2,0.1,,,,,,,,,,,,,,,,4.3,-0.9,No,-1.1,14.7,10.8,18.6,12.5,8.7,16.3,1.9,0.6,3.2,0.8,0.0,1.6,-0.3,75.2,70.7,79.7,0.3,,,,,,,,,,,,,,,,59500,51910,67090,,,,,,,,,,44256,42434,46078,57792,49670,65914,40,,9,3544,68,64,72,648,13,9,17,13188,25.9,15.3,86,0.7,207,1.6,98,0.7,11,0.1,2064,15.7,10598,80.4,241,2,1,3,48.7,3774,27.4,0.12,45,-0.13,25,0.04,37,0.07,44,0.16,45,-0.05,13
08083,Colorado,Montezuma,360.0,9029.4,7571.6,10487.3,0.9,16819.4,12313.9,22434.8,,,,,,,,,,7802.0,6087.2,9516.7,15.4,14.9,15.9,0.2,3.9,3.8,4.1,0.9,4.3,4.1,4.5,1.7,15.9,15.4,16.4,1.0,27.7,22.7,32.9,0.5,7.6,0.4,21.6,17.2,26.3,0.4,79.6,-0.2,16.7,16.0,17.3,-0.6,7.0,17.0,41.2,28.4,53.0,0.7,133.0,508.8,1.1,37.2,32.0,42.5,1.4,62.8,47.9,80.8,,,,,,,34.3,23.3,48.6,29.2,23.6,35.8,2794.0,13.8,12.0,15.6,1.1,26.0,99.5,1005:1,-0.9,40.0,152.9,654:1,0.4,2207.0,-0.5,3545.0,,,,2209.0,39.0,0.2,50.0,,,40.0,39.0,261.0,74.7,1.3,3170.0,5380.0,58.9,52.0,65.8,0.3,632.0,13338.0,4.7,1.4,28.8,21.7,35.9,1.3,32.0,,,56.8,14.7,90214.0,20537.0,4.4,0.2,1864.0,5764.0,32.3,25.1,39.6,0.7,23.0,8.8,0.3,41.5,159.3,-0.3,167.0,127.3,108.0,146.6,1.1,223.5,157.4,308.0,,,,,,,85.3,46.6,143.1,119.5,97.6,141.3,5.1,-0.3,No,-1.1,15.7,13.1,18.3,12.6,10.2,15.1,2.8,1.6,4.0,1.2,0.3,2.2,-0.1,81.2,77.6,84.9,1.2,85.5,79.6,91.4,,,,,,,78.8,65.1,92.5,78.8,75.2,82.5,50180,44916,55444,29896,23849,35943,37656,9686,65626,,,,32355,13786,50924,52460,47521,57399,56,,46,7546,71,68,74,1268,12,10,15,26158,22.0,22.1,97,0.4,3677,14.1,171,0.7,29,0.1,3327,12.7,18840,72.0,141,1,0,1,50.7,17155,67.2,0.43,50,0.24,48,0.20,51,0.03,40,0.37,56,-0.02,19
08085,Colorado,Montrose,511.0,7173.6,6147.9,8199.3,0.1,,,,,,,,,,6122.0,4412.2,8275.2,7766.8,6473.7,9059.9,16.3,15.7,16.8,0.4,3.8,3.6,3.9,0.7,4.0,3.8,4.2,0.8,15.4,14.8,16.0,0.7,20.9,17.0,25.5,-0.7,7.6,0.4,17.6,13.9,21.6,-0.3,86.5,-0.5,15.0,14.4,15.5,-1.3,12.0,32.0,37.5,28.3,46.4,0.4,160.0,382.9,0.3,30.6,26.9,34.2,0.7,,,,,,,,,,43.1,35.3,50.8,24.8,20.7,28.8,3879.0,12.2,10.5,13.9,0.6,31.0,74.2,1348:1,-0.1,105.0,248.7,402:1,-0.1,2341.0,-0.4,,,,2297.0,2370.0,46.0,-0.5,,29.0,,40.0,46.0,500.0,79.0,0.7,4877.0,8694.0,56.1,50.3,61.9,0.6,805.0,21941.0,3.7,0.3,17.4,11.1,23.7,0.0,,51.9,30.8,27.3,22.7,91548.0,21410.0,4.3,0.0,2598.0,9035.0,28.8,21.4,36.1,0.2,39.0,9.3,0.2,52.5,134.4,-0.4,264.0,127.4,112.0,142.7,1.1,,,,,,,,,,63.6,41.9,92.5,147.8,128.9,166.6,5.0,-0.4,Yes,0.9,18.5,15.7,21.2,15.7,13.0,18.4,2.4,1.6,3.3,1.4,0.7,2.1,0.6,78.8,75.7,82.0,0.8,,,,,,,,,,82.8,76.5,89.1,80.9,77.7,84.0,52576,47401,57751,,,,65795,28332,103258,103750,10250,197250,46231,39200,53262,49490,45920,53060,50,,24,12111,71,69,73,2274,14,11,16,42214,21.6,23.3,190,0.5,776,1.8,365,0.9,83,0.2,8741,20.7,32037,75.9,1440,4,3,5,50.7,18570,45.0,0.04,42,0.04,42,0.04,35,-0.03,26,0.12,41,0.03,44
08087,Colorado,Morgan,348.0,8133.2,6934.1,9332.4,0.5,,,,,,,,,,5802.4,4320.3,7629.1,10045.6,8187.1,11904.2,16.6,16.0,17.1,0.5,3.5,3.3,3.6,-0.1,3.9,3.7,4.0,0.4,14.2,13.7,14.7,-0.1,34.9,29.8,40.0,1.8,8.9,-1.0,21.5,17.4,26.1,0.4,72.3,0.2,18.5,17.9,19.1,0.1,8.0,33.0,24.2,15.2,34.0,-0.4,99.0,351.2,0.2,37.3,32.6,42.0,1.4,,,,,,,,,,47.5,40.0,54.9,25.0,19.7,31.3,2860.0,12.4,10.7,14.0,0.6,20.0,70.9,1410:1,0.0,61.0,213.6,468:1,0.1,2961.0,0.1,,,,4471.0,2701.0,42.0,-0.1,,,,32.0,44.0,389.0,82.0,0.4,3378.0,6961.0,48.5,42.8,54.3,1.1,483.0,16473.0,2.9,-0.4,15.3,10.3,20.3,-0.3,,,17.6,11.0,12.2,93397.0,24301.0,3.8,-0.7,2202.0,7380.0,29.8,23.3,36.3,0.4,35.0,12.4,-0.4,56.0,202.8,0.1,139.0,98.1,81.8,114.4,0.1,,,,,,,,,,47.3,30.3,70.3,130.9,106.6,155.3,6.3,0.6,Yes,0.9,14.7,11.5,17.8,9.7,7.3,12.1,5.4,3.3,7.5,1.4,0.5,2.4,-0.4,72.5,69.1,75.9,-0.1,,,,,,,,,,71.8,65.3,78.2,75.4,70.9,79.9,55387,49525,61249,,,,65809,22385,109233,42905,29838,55972,48814,44759,52869,54994,51161,58827,60,47,33,6935,64,61,67,1190,11,9,14,28558,26.0,15.5,934,3.3,531,1.9,238,0.8,92,0.3,10373,36.3,16606,58.1,2125,8,6,10,49.5,9165,32.5,0.25,48,-0.13,26,0.10,43,0.02,37,0.00,35,0.02,40
08089,Colorado,Otero,310.0,9826.5,8171.5,11481.5,1.2,,,,,,,,,,11853.6,9062.7,14644.4,8575.0,6467.0,10683.1,20.3,19.7,20.9,1.5,4.2,4.0,4.3,1.5,4.2,4.0,4.4,1.5,16.2,15.7,16.7,1.2,35.1,29.3,41.0,1.8,7.3,0.7,22.5,17.9,27.3,0.6,70.7,0.3,15.3,14.7,15.8,-1.2,6.0,18.0,33.3,20.6,45.9,0.1,69.0,376.5,0.3,35.7,30.0,41.4,1.2,,,,,,,,,,43.9,35.3,54.1,23.4,17.1,31.2,1523.0,10.8,9.2,12.5,0.1,12.0,65.5,1527:1,0.1,77.0,417.8,239:1,-0.9,5465.0,2.0,,,,6043.0,5441.0,44.0,-0.3,,,,43.0,44.0,214.0,92.1,-0.9,2562.0,4120.0,62.2,54.0,70.4,0.1,430.0,8635.0,5.0,1.7,29.9,21.2,38.6,1.4,,,,42.3,14.5,72629.0,11847.0,6.1,3.0,1687.0,4201.0,40.2,30.6,49.7,1.7,22.0,12.0,-0.3,28.5,157.7,-0.3,91.0,99.0,79.7,121.6,0.1,,,,,,,,,,96.7,68.1,133.3,104.1,78.0,136.2,5.7,0.2,Yes,0.9,18.5,15.0,21.9,15.2,11.8,18.6,2.6,1.2,4.0,1.2,0.3,2.1,0.6,78.7,74.4,82.9,0.8,,,,,,,,,,79.0,69.8,88.1,82.2,80.3,84.1,40064,35499,44629,25132,8107,42157,,,,,,,25753,21572,29934,41598,38346,44850,67,58,19,4784,62,59,65,1319,18,14,22,18432,23.9,20.4,209,1.1,689,3.7,177,1.0,39,0.2,7757,42.1,9889,53.7,423,2,1,4,51.0,6479,34.4,0.60,55,0.41,53,0.25,56,0.11,48,0.34,53,0.04,50
08091,Colorado,Ouray,,,,,0.0,,,,,,,,,,,,,,,,11.2,10.7,11.6,-0.9,3.1,2.9,3.3,-0.8,3.5,3.3,3.7,-0.7,12.6,12.1,13.2,-1.0,21.9,15.1,30.0,-0.5,8.4,-0.4,17.0,10.9,24.7,-0.4,70.5,0.3,17.4,16.6,18.2,-0.3,2.0,13.0,15.4,3.5,32.5,-1.0,9.0,187.7,-0.8,,,,0.0,,,,,,,,,,,,,,,,307.0,8.7,7.3,10.1,-0.7,6.0,125.2,799:1,-1.6,7.0,144.8,690:1,0.4,1049.0,-1.3,,,,,,47.0,-0.6,,,,,,31.0,96.8,-1.5,770.0,984.0,78.3,68.0,88.5,-1.1,84.0,2400.0,3.5,0.2,11.0,7.2,14.8,-0.8,,,,,,107881.0,24129.0,4.5,0.3,166.0,683.0,24.3,11.3,37.3,-0.3,7.0,14.6,-0.7,3.0,81.6,-0.8,30.0,126.0,85.0,179.9,1.1,,,,,,,,,,,,,,,,4.1,-1.0,No,-1.1,18.9,13.8,24.1,16.8,11.6,21.9,0.9,0.0,2.4,1.1,0.0,2.3,0.7,62.7,54.2,71.3,-1.5,,,,,,,,,,,,,,,,68900,60159,77641,,,,,,,,,,,,,,,,28,,,1500,68,63,74,434,21,14,27,4833,15.4,27.2,4,0.1,43,0.9,38,0.8,8,0.2,312,6.5,4370,90.4,30,1,0,2,49.4,4436,100.0,0.00,27,-0.02,38,-0.20,10,-0.17,5,-0.18,18,-0.06,9
08093,Colorado,Park,205.0,7012.5,5191.6,8833.4,0.0,,,,,,,,,,,,,,,,10.6,10.1,11.1,-1.0,3.0,2.8,3.1,-1.2,3.4,3.2,3.6,-1.2,12.9,12.2,13.5,-0.9,23.4,18.5,29.0,-0.2,7.7,0.3,17.9,13.1,23.1,-0.2,72.1,0.2,18.8,17.9,19.7,0.2,3.0,23.0,13.0,4.2,25.4,-1.2,14.0,78.2,-1.4,7.1,4.2,11.2,-1.6,,,,,,,,,,,,,,,,1252.0,8.7,7.4,10.1,-0.7,3.0,16.8,5968:1,1.6,16.0,86.2,1160:1,0.7,1973.0,-0.7,,,,,,43.0,-0.2,,,,37.0,43.0,94.0,87.2,-0.3,2277.0,3489.0,65.3,55.8,74.7,-0.1,314.0,10859.0,2.9,-0.5,12.1,7.9,16.3,-0.6,,,,,,119394.0,31306.0,3.8,-0.8,389.0,2974.0,13.1,6.8,19.3,-1.8,8.0,4.5,1.0,18.0,112.3,-0.6,96.0,111.0,89.9,135.6,0.5,,,,,,,,,,,,,,,,4.5,-0.7,No,-1.1,13.6,10.0,17.1,10.6,7.4,13.9,1.3,0.1,2.4,1.6,0.6,2.7,-0.6,72.3,67.3,77.3,-0.1,,,,,,,,,,,,,,,,72121,64224,80018,,,,,,,,,,53378,32936,73820,67714,59956,75472,36,,26,5961,84,81,86,765,11,7,14,18556,15.1,20.4,155,0.8,234,1.3,195,1.1,7,0.0,1156,6.2,16504,88.9,12,0,0,1,47.4,16206,100.0,0.01,39,-0.18,21,-0.20,9,0.00,34,-0.16,21,-0.04,16
08095,Colorado,Phillips,,,,,0.0,,,,,,,,,,,,,,,,13.6,13.1,14.1,-0.2,3.2,3.1,3.4,-0.5,3.7,3.5,3.8,-0.3,12.3,11.8,12.8,-1.2,31.4,24.0,39.6,1.2,8.9,-1.0,25.3,18.8,32.5,1.1,82.8,-0.4,17.0,16.3,17.6,-0.5,0.0,2.0,0.0,0.0,51.1,-2.0,8.0,186.4,-0.8,27.2,17.6,40.2,0.4,,,,,,,,,,52.4,28.7,88.0,17.5,8.7,31.3,436.0,13.2,11.2,15.3,0.9,5.0,116.5,858:1,-1.4,4.0,93.3,1072:1,0.6,3336.0,0.4,,,,,,35.0,0.6,,,,6.0,35.0,70.0,81.4,0.4,516.0,939.0,55.0,48.0,61.9,0.6,51.0,2693.0,1.9,-1.5,15.6,10.1,21.1,-0.2,,,,,,101235.0,26233.0,3.9,-0.7,88.0,1107.0,7.9,2.9,13.0,-2.4,10.0,23.3,-2.2,7.0,161.3,-0.2,20.0,92.7,56.6,143.1,-0.1,,,,,,,,,,,,,,,,5.9,0.3,No,-1.1,17.9,12.7,23.1,10.4,5.8,15.0,6.4,2.4,10.3,2.0,0.0,4.2,0.4,72.7,67.3,78.0,0.0,,,,,,,,,,,,,,,,52367,45525,59209,,,,,,,,,,46087,39493,52681,55708,49823,61593,43,,,1173,70,66,75,137,9,4,13,4286,24.6,22.5,29,0.7,41,1.0,22,0.5,5,0.1,881,20.6,3300,77.0,236,6,3,9,50.7,4442,100.0,0.00,27,-0.32,8,-0.14,15,0.03,41,-0.25,10,-0.02,21
08097,Colorado,Pitkin,98.0,3079.4,2119.7,4324.7,-1.6,,,,,,,,,,,,,,,,10.6,10.2,11.0,-1.0,2.9,2.8,3.1,-1.2,3.3,3.1,3.4,-1.6,12.3,11.8,12.8,-1.3,14.2,10.2,19.3,-1.8,8.5,-0.6,13.6,9.2,18.9,-1.0,92.7,-0.9,20.1,19.3,21.0,0.7,0.0,8.0,0.0,0.0,23.4,-2.0,53.0,296.3,-0.2,3.8,1.9,6.9,-1.9,,,,,,,,,,,,,,,,1790.0,12.3,10.3,14.2,0.6,13.0,72.7,1376:1,-0.1,66.0,367.7,272:1,-0.6,1566.0,-1.0,,,,,,54.0,-1.3,,45.0,,35.0,54.0,134.0,95.5,-1.3,4141.0,5095.0,81.3,68.4,94.2,-1.3,437.0,11363.0,3.8,0.5,6.2,4.1,8.3,-1.3,,,79.1,7.8,1.6,144434.0,38964.0,3.7,-1.0,968.0,2841.0,34.1,19.0,49.2,0.9,35.0,19.6,-1.6,11.0,62.1,-1.0,67.0,75.3,58.3,95.6,-0.7,,,,,,,,,,,,,,,,4.0,-1.1,No,-1.1,15.9,11.8,20.0,13.7,10.0,17.4,1.9,0.4,3.4,1.6,0.5,2.7,0.0,52.3,45.7,58.9,-3.0,,,,,,,,,,66.7,59.8,73.7,55.2,48.7,61.6,89034,77459,100609,,,,,,,,,,51037,23095,78979,71774,65028,78520,13,45,15,4528,65,60,69,998,15,10,19,17950,15.1,19.4,160,0.9,87,0.5,335,1.9,22,0.1,1819,10.1,15381,85.7,134,1,0,2,48.3,7580,44.2,-0.82,2,-0.37,6,-0.34,2,-0.09,14,-0.26,8,-0.12,1
